companyname,datadate,tradingitemid,Factor_VALUE,Factor_QUALITY
Turkiye Sise ve Cam Fabrikalari A.S.,29/02/2016,24011041,0.67392819,-0.203454252
Petkim Petrokimya Holdings AS,29/02/2016,24011042,0.499378859,0.541724354
Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,29/02/2016,24011043,1.261803288,-0.630147575
Türkiye Petrol Rafinerileri A.S.,29/02/2016,24011047,0.464104343,1.257523479
Turk Hava Yollari Anonim Ortakligi,29/02/2016,24011050,0.860758785,-0.008987145
Haci Omer Sabanci Holding AS,29/02/2016,24011055,0.772418281,-0.106210996
PT XL Axiata Tbk,29/02/2016,24011674,1.661845669,-1.576917606
Telenet Group Holding NV,29/02/2016,24065239,0.664771786,1.397287129
Tryg A/S,29/02/2016,24081937,-0.240190925,0.271183154
Piramal Enterprises Limited,29/02/2016,24176138,0.08112053,-0.4128266
Petrofac Limited,29/02/2016,24208635,0.848143816,-3.049088004
China Construction Bank Corporation,29/02/2016,24242564,0.811309375,0.410872032
GameStop Corp.,29/02/2016,24268335,0.679244568,1.023655437
Eutelsat Communications S.A.,29/02/2016,24309052,0.017109825,-0.064337478
Sanlam Limited,29/02/2016,24346603,0.418921072,0.803288215
"Nuance Communications, Inc.",29/02/2016,24362525,1.556962302,-0.822940117
Southern Copper Corp.,29/02/2016,24398048,-0.241361859,-0.521756777
Arabtec Holding P.J.S.C.,29/02/2016,24455037,1.034555026,-4.050126351
Arcelik AS,29/02/2016,24484715,0.342612209,0.13053882
Eregli Demir ve Celik Fabrikalari T.A.S.,29/02/2016,24484786,0.700606107,0.079827811
Ülker Bisküvi Sanayi Anonim Sirketi,29/02/2016,24484915,-0.483149666,0.110452155
SM Investments Corp.,29/02/2016,24485105,-0.052020971,-0.200455671
China State Construction International Holdings Ltd,29/02/2016,24485222,0.287607673,0.055310182
EDP - Energias do Brasil S.A.,29/02/2016,24485245,0.79720685,0.399192845
Electricite de France SA,29/02/2016,24509120,0.590530937,-0.547533603
WPG Holdings Limited,29/02/2016,24656745,0.573507224,-0.139916327
Cosan S.A. Indústria e Comércio,29/02/2016,24674008,2.099660319,-0.530260601
IHS Inc.,29/02/2016,24737791,-0.725235937,-0.368905583
Türkiye Vakiflar Bankasi Türk Anonim Ortakligi,29/02/2016,24738914,0.912351226,0.068984169
Link Real Estate Investment Trust,29/02/2016,24767778,-0.22276347,-0.107939845
Brookfield Asset Management Inc.,29/02/2016,24791410,0.223369471,-0.376721673
Shenzhou International Group Holdings Ltd.,29/02/2016,24791784,-0.41571584,0.454301305
"Under Armour, Inc.",29/02/2016,24822135,-3.177390791,1.145946871
"AT&T, Inc.",29/02/2016,24862206,0.006444297,-0.779487677
Dufry AG,29/02/2016,24885308,2.952273044,0.372929058
Hana Financial Group Inc.,29/02/2016,24930653,0.962599199,-0.775994476
ICA Gruppen AB,29/02/2016,24930672,0.235046768,-0.096826775
CBS Corporation,29/02/2016,24993622,0.011487825,-0.001354711
"Viacom, Inc.",29/02/2016,24993638,0.117380714,0.194279203
Dongfeng Motor Group Company Limited,29/02/2016,25019377,0.430669175,0.034065605
"Hyundai Glovis Co., Ltd.",29/02/2016,25252981,0.16242064,0.146964022
TD Ameritrade Holding Corporation,29/02/2016,25629364,-0.429567485,0.330829864
"Chipotle Mexican Grill, Inc.",29/02/2016,25664347,-0.899465586,2.385278374
"United Continental Holdings, Inc.",29/02/2016,25664369,0.68580008,1.265908174
"Lotte Shopping Co., Ltd.",29/02/2016,25713696,-0.296607685,-0.709831841
"Fidelity National Information Services, Inc.",29/02/2016,25745176,-0.136821852,-0.136472053
"CA, Inc.",29/02/2016,25758143,0.147377495,0.034950918
"Mirae Asset Securities Co., Ltd.",29/02/2016,25960211,0.992912223,-0.490048021
Nine Dragons Paper (Holdings) Ltd.,29/02/2016,26016047,0.512242003,-0.46664803
AGL Energy Limited,29/02/2016,26144055,2.080181533,-0.024743162
"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",29/02/2016,26180037,-0.997772305,0.247399613
TOTVS S.A.,29/02/2016,26285676,-0.285705277,0.451657337
Inpex Corporation,29/02/2016,26285687,-0.031580564,-0.218720355
London Stock Exchange Group plc,29/02/2016,26302486,-0.877833164,0.268702956
Unilever PLC,29/02/2016,26302497,-0.629304055,1.442087395
Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,29/02/2016,26339768,-0.468083662,0.619487304
Partners Group Holding AG,29/02/2016,26350948,-1.903426503,1.472688361
TransDigm Group Incorporated,29/02/2016,26360168,1.606077751,-0.809636964
China National Building Material Company Limited,29/02/2016,26415977,0.798888516,-0.666334191
Exor S.p.A.,29/02/2016,26570478,0.674767107,0.859160481
Duke Energy Corporation,29/02/2016,26591431,0.247060372,-0.651870006
Equatorial Energia S.A.,29/02/2016,26606199,0.573815152,1.533517893
Husqvarna AB (publ),29/02/2016,26723693,0.078772358,0.091024391
Unilever N.V.,29/02/2016,26735842,-0.740719549,1.454210917
PTT Exploration and Production Public Company Limited,29/02/2016,26871739,-2.325705059,-1.686164932
Kuehne + Nagel International AG,29/02/2016,27041660,-0.785488684,1.648018715
Cementos Argos S.A.,29/02/2016,27041668,0.223196797,-0.363830103
Cameron International Corporation,29/02/2016,27127722,-0.874257597,-0.179241596
Hess Corporation,29/02/2016,27143925,1.075207853,-2.162206854
Norsk Hydro ASA,29/02/2016,27162489,-0.218354796,-0.026245184
Arkema S.A.,29/02/2016,27194460,0.491785458,1.145936466
Constellation Software Inc.,29/02/2016,27273763,-4.794745415,2.306396092
TOTAL S.A.,29/02/2016,27274552,-0.925579114,-1.382983243
Bank of China Limited,29/02/2016,27287243,0.770942736,0.217966249
Mastercard Incorporated,29/02/2016,27394538,-2.724067741,3.350304332
Amorepacific Corp.,29/02/2016,27462020,-1.734294864,0.689978803
Aéroports de Paris S.A.,29/02/2016,27462036,-0.165268863,-0.207835412
Shui On Land Limited,29/02/2016,27616683,-0.414247219,-0.99330252
Shimao Property Holdings Ltd.,29/02/2016,27630893,0.771187168,-0.304822711
Wilmar International Limited,29/02/2016,27752363,0.476593923,-0.290278226
Orion Oyj,29/02/2016,27793509,-0.939378236,1.630757652
Vodafone Group Plc,29/02/2016,27845938,1.726541577,-0.314364993
Investec plc,29/02/2016,27904609,0.413966858,-0.29395341
Standard Life plc,29/02/2016,27957092,0.207545664,-0.742154957
BCE Inc.,29/02/2016,27972979,-0.073097531,0.078593091
Wyndham Worldwide Corporation,29/02/2016,28067782,-0.560195623,-0.771460317
Public Joint Stock Company Rosneft Oil Company,29/02/2016,28069923,0.860611122,-0.220696234
CESP - Companhia Energética de São Paulo,29/02/2016,28460725,1.49454985,-0.545291095
PT Lippo Karawaci Tbk,29/02/2016,28460732,0.112329614,-0.265286378
Experian plc,29/02/2016,28625270,-0.676788621,0.199119181
Hanesbrands Inc.,29/02/2016,28674540,-1.114857034,0.872683284
"Mixi, Inc.",29/02/2016,28675387,0.335950361,3.382030885
"Nomura Real Estate Holdings, Inc.",29/02/2016,28869538,0.635900759,-0.458836848
StarHub Ltd.,29/02/2016,28923475,-3.867960073,1.261736264
Investec Limited,29/02/2016,28943108,-3.904069446,-0.305276368
"Yamaguchi Financial Group, Inc.",29/02/2016,28943118,0.730665174,-0.641805956
New Oriental Education & Technology Group Inc.,29/02/2016,28973161,-0.337234904,0.659220313
Brambles Limited,29/02/2016,29182314,-0.413253338,0.190683949
The Western Union Company,29/02/2016,29198406,-0.232187969,0.865479883
Severn Trent Plc,29/02/2016,29200218,-0.655764373,-1.998800769
Idemitsu Kosan Co. Ltd.,29/02/2016,29360604,1.81610038,-1.974874189
"Guangzhou R&F Properties Co., Ltd.",29/02/2016,29412240,0.807467152,-0.357240976
"Galp Energia, SGPS, S.A.",29/02/2016,29537590,1.285858315,-0.458849229
"Aozora Bank, Ltd.",29/02/2016,29581564,0.359502886,-0.310271341
Impala Platinum Holdings Ltd.,29/02/2016,29621142,1.082830935,-1.088187831
M. Dias Branco S.A. Indústria e Comércio de Alimentos,29/02/2016,29687671,0.375040458,0.383231753
Mapfre SA,29/02/2016,29704060,0.658939858,-0.274603468
Sonda S.A.,29/02/2016,29830237,0.092508585,0.231664316
Transmissora Aliança de Energia Elétrica S.A.,29/02/2016,29847693,0.424832212,0.189799447
Odontoprev S.A.,29/02/2016,30219305,-1.009682228,2.821737837
Natixis,29/02/2016,30296676,0.558869971,-0.524000797
AerCap Holdings N.V.,29/02/2016,30322136,0.58931406,-0.001893988
China Communications Services Corporation Limited,29/02/2016,30394790,0.811523874,0.05917302
China Communications Construction Company Limited,29/02/2016,30488898,0.656259731,-0.500248784
China Coal Energy Company Limited,29/02/2016,30562710,1.040207282,-1.002554276
Energy Development Corporation,29/02/2016,30611150,0.131141823,-0.30916402
Whitbread PLC,29/02/2016,30641984,-0.090062627,1.006456109
Haitian International Holdings Limited,29/02/2016,30641992,0.41078604,0.395749009
"Zhuzhou CRRC Times Electric Co., Ltd.",29/02/2016,30641998,-0.158161325,0.621530353
Spectra Energy Corp.,29/02/2016,30686665,-0.590963101,-0.742397215
Metro Pacific Investments Corporation,29/02/2016,30743253,0.193960785,-0.253103031
Melco Crown Entertainment Limited,29/02/2016,30765062,-0.719430677,-1.183909035
SCOR SE,29/02/2016,30824605,0.666143799,0.437710675
AB Electrolux (publ),29/02/2016,30947438,-0.088343108,0.402463682
Industries Qatar Q.S.C.,29/02/2016,31312376,-0.894349684,-0.317075148
"Dongsuh Companies, Inc.",29/02/2016,31778711,-0.979413541,-0.57783424
"Far EasTone Telecommunications Co., Ltd.",29/02/2016,31778744,-0.004864266,0.152613085
OMRON Corporation,29/02/2016,31779200,0.442371695,-0.01568645
"Ono Pharmaceutical Co., Ltd.",29/02/2016,31779206,-3.868232484,-0.254292892
"ROHM Co., Ltd.",29/02/2016,31779219,0.591070529,-0.660310176
"Benesse Holdings, Inc.",29/02/2016,31779298,2.618683346,-0.619606964
Naver Corporation,29/02/2016,31780039,-1.236436301,1.057612729
Nintendo Co. Ltd.,29/02/2016,31780044,-1.088322892,-0.871848536
LG Uplus Corp.,29/02/2016,31780654,0.674654585,-0.39412621
"Paradise Co., Ltd.",29/02/2016,31781013,-0.122261957,-0.48378849
"Murata Manufacturing Co., Ltd.",29/02/2016,31781269,0.127003042,0.773535022
"Celltrion, Inc.",29/02/2016,31781975,-3.662117854,-0.061868873
First Gulf Bank PJSC,29/02/2016,31815206,0.101902777,0.359034287
Emirates Telecommunications Group Company PJSC,29/02/2016,31817335,0.005095464,0.528496411
National Bank of Abu Dhabi PJSC,29/02/2016,31817575,0.534986691,0.111344678
Aldar Properties PJSC,29/02/2016,31822722,0.447024461,-0.050564128
"Dubai Financial Market, PJSC",29/02/2016,31823120,-1.154646856,-0.662811843
Barwa Real Estate Company,29/02/2016,31844961,0.782324494,1.932554296
"Samsung Life Insurance Co., Ltd.",29/02/2016,31901781,0.316839761,-0.280771965
Abu Dhabi Commercial Bank P.J.S.C.,29/02/2016,32151837,0.466760262,0.495857243
Qatar Gas Transport Company Limited (Nakilat) Q.S.C.,29/02/2016,32152511,-0.07621618,-0.512000894
Masraf Al Rayan (Q.S.C),29/02/2016,32152539,-0.203587818,0.405141407
Mondi plc,29/02/2016,32162709,0.266093388,0.849076378
ProSiebenSat.1 Media SE,29/02/2016,32517025,-1.567640325,1.032011241
Deutsche Post AG,29/02/2016,32517033,0.152307685,0.188815744
Volkswagen AG,29/02/2016,32517316,0.992119131,-0.942592121
Daimler AG,29/02/2016,32517350,0.55527992,0.116833217
ThyssenKrupp AG,29/02/2016,32517442,-0.081625814,-0.248427074
Infineon Technologies AG,29/02/2016,32517716,-0.077179753,0.900459763
Deutsche Boerse AG,29/02/2016,32517830,-0.431131181,1.123460955
Fraport AG,29/02/2016,32517852,0.243367905,-0.193476443
Lanxess AG,29/02/2016,32518103,-0.11122706,-0.158800442
Deutsche Wohnen AG,29/02/2016,32518355,0.03304567,0.178470579
Symrise AG,29/02/2016,32518645,-0.772381874,0.871240966
Ryanair Holdings plc,29/02/2016,32546650,-0.059155471,1.791571385
Sports Direct International plc,29/02/2016,32601151,0.425175129,1.008748971
TAV Havalimanlari Holding A.S.,29/02/2016,32601164,-0.211638873,0.927190046
BR Malls Participações S.A.,29/02/2016,32685242,-0.095549658,-0.492669273
Marico Limited,29/02/2016,32685650,-2.337477315,1.695437984
Time Warner Cable Inc.,29/02/2016,32943110,-0.573916056,-0.580916053
"Fukuoka Financial Group, Inc.",29/02/2016,32965721,0.717205941,-0.677631967
"Haier Electronics Group Co., Ltd.",29/02/2016,32967729,0.423015706,0.525215859
Banco Santander (Brasil) S.A.,29/02/2016,33034097,0.764934686,-0.072708421
JBS S.A.,29/02/2016,33157582,0.766945307,-0.016506057
"UDR, Inc.",29/02/2016,33225136,-1.188406451,-0.238305294
Country Garden Holdings Company Limited,29/02/2016,33299222,0.754770873,-0.212089201
"Medivation, Inc.",29/02/2016,33301176,-1.346201188,3.638925197
Sandvik AB,29/02/2016,33363807,0.073682559,-0.139153182
Orkla ASA,29/02/2016,33363827,-0.094971795,-0.11107173
Keppel Corporation Limited,29/02/2016,33363849,0.6776026,-0.36737239
Atlas Copco AB,29/02/2016,33365753,-0.301793368,1.092719074
Aktiebolaget Industrivärden,29/02/2016,33399191,-0.522751366,-0.409704518
Svenska Cellulosa Aktiebolaget SCA (publ),29/02/2016,33440935,-0.135002428,0.00426301
SKF AB,29/02/2016,33494749,0.283967553,0.136060774
AB Volvo (publ),29/02/2016,33494906,0.303602411,-0.295999517
Genting Berhad,29/02/2016,33583567,0.425669466,-0.548384251
Genting Malaysia Berhad,29/02/2016,33583677,0.182547062,-0.382684319
Global Telecom Holding S.A.E.,29/02/2016,33609199,0.083362507,-2.121311685
Yangzijiang Shipbuilding (Holdings) Ltd.,29/02/2016,33652577,0.886874356,-0.058406578
Prysmian S.p.A.,29/02/2016,33852675,-0.214533938,0.114158377
People's United Financial Inc.,29/02/2016,33872802,0.241148529,-0.716755928
PT. Global Mediacom Tbk,29/02/2016,33912633,2.59770494,-0.305387897
JSC VTB Bank,29/02/2016,34003739,2.307596441,-1.376981905
"Delta Air Lines, Inc.",29/02/2016,34058542,0.27753775,2.215672796
Geberit AG,29/02/2016,34058622,-1.502607494,1.134207875
Belle International Holdings Limited,29/02/2016,34065660,0.58760165,1.237430233
"Samsung Card Co., Ltd.",29/02/2016,34112799,-0.008363854,-0.688709851
DSV A/S,29/02/2016,34133177,-0.528248357,0.727128179
Turkiye Halk Bankasi A.S.,29/02/2016,34156519,0.815052375,-0.026741118
InterContinental Hotels Group PLC,29/02/2016,34197309,-3.304421143,-0.509648781
Andritz AG,29/02/2016,34198692,0.034504919,1.047478574
"Banco de Sabadell, S.A.",29/02/2016,34225832,0.588621241,-0.753868779
Boliden AB  (publ),29/02/2016,34252792,0.539984074,0.354314564
Royal Boskalis Westminster NV,29/02/2016,34292113,0.5890166,-0.004422314
Hexagon AB,29/02/2016,34308015,-4.48416088,0.845522573
VINCI SA,29/02/2016,34382282,0.284387076,-0.292522372
"Continental Resources, Inc.",29/02/2016,34384833,2.365982905,-2.412609839
Smiths Group plc,29/02/2016,34422536,0.250785114,0.133459366
Platinum Investment Management Limited,29/02/2016,34444773,-1.786692042,2.885518876
Jeronimo Martins SGPS SA,29/02/2016,34551203,-0.359216888,0.925371239
IOI Corp.Bhd,29/02/2016,34566951,0.247364464,-1.028501357
Danone,29/02/2016,34636459,-0.338217229,0.268177744
Companhia de Saneamento Basico do Estado de Sao Paulo,29/02/2016,34683321,-1.440647492,-0.590588191
Companhia Energética de Minas Gerais S.A.,29/02/2016,34687767,0.950557387,0.231810963
Jazz Pharmaceuticals Public Limited Company,29/02/2016,34691179,-0.707164162,1.034525827
Actelion Ltd.,29/02/2016,34716899,-1.800004727,2.904722573
Asciano Limited,29/02/2016,34716942,0.027076987,-0.414654375
Mondi Limited,29/02/2016,34748824,-2.970617071,0.872605149
Anglo American plc,29/02/2016,34781499,1.068146919,-2.251260039
Hiwin Technologies Corp.,29/02/2016,34808080,0.062573992,-0.087559609
"Macy's, Inc.",29/02/2016,34827088,0.415308005,0.211456528
Air Liquide SA,29/02/2016,34942101,0.032453975,0.400487385
Discover Financial Services,29/02/2016,34969516,0.36869785,-0.604290289
Tyco International plc,29/02/2016,34969540,-0.132005055,0.195835272
TE Connectivity Ltd.,29/02/2016,34969541,0.068594121,0.232798171
3i Group plc,29/02/2016,34996301,0.431386787,0.435747636
Unibail-Rodamco SE,29/02/2016,35009928,-0.418070141,-0.003893495
PT Media Nusantara Citra Tbk,29/02/2016,35147135,-0.057136042,0.333134208
ANTA Sports Products Limited,29/02/2016,35170928,-0.534829156,1.098602341
Fosun International Limited,29/02/2016,35239298,2.482001353,-0.483376007
Provident Financial plc,29/02/2016,35261298,-0.983375103,0.942541099
Banco Popolare Societa Cooperativa Scarl,29/02/2016,35284556,3.090280396,-2.837437287
Aboitiz Power Corp.,29/02/2016,35326423,-0.158303726,-0.111769632
"SK Innovation Co., Ltd.",29/02/2016,35418052,0.456447548,-0.46248653
The Bank of New York Mellon Corporation,29/02/2016,35441592,0.349329582,-0.504435072
WABCO Holdings Inc.,29/02/2016,35665315,-0.683074567,0.362504542
Capita plc,29/02/2016,35877280,-2.401431666,-0.156877776
Multiplan Empreendimentos Imobiliários S.A.,29/02/2016,35877343,-0.270371756,-0.087479585
Estácio Participações S.A.,29/02/2016,35939475,0.582781188,0.702954301
Lululemon Athletica Inc.,29/02/2016,35950184,-1.065137599,1.71783518
"J. Front Retailing Co., Ltd.",29/02/2016,36093620,0.474308225,-0.237480887
"Concho Resources, Inc.",29/02/2016,36101566,-0.687507517,-1.681009248
China Jinmao Holdings Group Limited,29/02/2016,36133676,0.708457741,-0.498155301
B2W - Companhia Digital,29/02/2016,36160924,1.091239825,-0.992715126
"VMware, Inc.",29/02/2016,36296353,-0.146579435,0.569537657
CJ Cheiljedang Corporation,29/02/2016,36615080,0.06222572,-0.416751747
Sony Financial Holdings Inc.,29/02/2016,36649785,0.327409247,0.178464139
CME Group Inc.,29/02/2016,36789427,-0.40995869,0.137695167
"The Travelers Companies, Inc.",29/02/2016,36842461,0.57684017,0.431893043
"HCP, Inc.",29/02/2016,36844550,-0.742298674,-0.669420091
Teradata Corporation,29/02/2016,36844573,1.931250812,-0.444211726
Sino-Ocean Group Holding Limited,29/02/2016,37172510,0.625045777,-0.66072606
Soho China Ltd.,29/02/2016,37288740,-0.970143531,-1.081357517
Kingsoft Corporation Limited,29/02/2016,37295188,-0.946906549,-0.155403592
Duratex S.A.,29/02/2016,37456898,0.441002436,-0.603191136
"Iberdrola, S.A.",29/02/2016,37559265,0.412840221,-0.159018744
Bureau Veritas SA,29/02/2016,37807407,-0.7857032,0.832584315
"CaixaBank, S.A.",29/02/2016,37807412,0.315209532,-0.860490356
Pt Jasa Marga (Persero) Tbk,29/02/2016,38411331,-0.365935746,-0.353103352
Reckitt Benckiser Group plc,29/02/2016,38411337,-0.918997046,1.168275841
"ULTA Salon, Cosmetics & Fragrance, Inc.",29/02/2016,38569142,-1.254102271,2.207624948
Ecopetrol SA,29/02/2016,38594248,0.666794891,-0.636289992
Macquarie Group Limited,29/02/2016,38677425,0.443873854,0.10233079
Groupe Eurotunnel SE,29/02/2016,38801558,-0.941344736,-1.396967756
China Railway Group Limited,29/02/2016,38829300,0.330721957,-0.380726051
GCL-Poly Energy Holdings Ltd.,29/02/2016,38829302,0.679403387,-1.225929964
"Talaat Mostafa Group Holding Company ""TMG Holding"" S.A.E.",29/02/2016,38978974,0.181120461,-0.386247715
Crown Resorts Limited,29/02/2016,39109411,0.0384852,-0.352790888
Franco-Nevada Corporation,29/02/2016,39264260,-3.583372944,-0.883379669
Sime Darby Berhad,29/02/2016,39341254,0.079670567,-0.505069002
"China Pacific Insurance (Group) Co., Ltd.",29/02/2016,39380436,0.398725191,0.326362458
Invesco Ltd.,29/02/2016,39385806,0.294709552,-0.245724154
"KEPCO Plant Service & Engineering Co., Ltd.",29/02/2016,39479043,-0.46288973,1.252190605
RELX PLC,29/02/2016,39533219,-1.567666157,0.784427124
NetSuite Inc.,29/02/2016,39594742,0.612260007,-1.629318493
Calpine Corp.,29/02/2016,40090567,0.454609224,-1.556850244
SJM Holdings Limited,29/02/2016,40141280,0.7090699,0.096326768
Dish Network Corp.,29/02/2016,40272951,-0.829162803,-0.736103053
Want Want China Holdings Ltd.,29/02/2016,41655868,-2.290642237,0.761576002
"Dollar Tree, Inc.",29/02/2016,41854195,-1.235478277,-0.099173331
Isetan Mitsukoshi Holdings Ltd.,29/02/2016,41900152,0.412777433,-0.328004073
"MS&AD Insurance Group Holdings, Inc.",29/02/2016,41900188,0.576273118,-0.164049036
